,X,Y,CTY_CODE,ADTTOTAL,BRIDGE_ID,COVERED_BRIDGE,CUSTODIAN,DECK_AREA,DECKWIDTH,DEPT_MAIN_MATERIAL_TYPE,DEPT_MAIN_PHYSICAL_TYPE,DESIGNMAIN,HISTSIGN,LENGTH,MATERIALMAIN,NBI_RATING,STATE_LOCAL,STRRATING,YEARBUILT,YEARRECON,FLOOD_INSP,KIND_HWY
15291,-77.4030669916,40.531304583,34,106.0,34301000501001,0.0,1.0,103.999992,0.0,3.0,1.0,19.0,0.0,4.0,1.0,0.0,1,6.0,1961.0,0.0,0.0,3.0
15292,-79.9573062783,40.5075145229,2,235.0,02415300100000,0.0,1.0,700.0,20.0,4.0,2.0,6.0,0.0,35.0,5.0,1.0,1,6.0,1960.0,0.0,1.0,3.0
15293,-77.4330635812,40.5473409477,34,402.0,34301100102007,0.0,1.0,1506.59985,27.8999977,2.0,1.0,1.0,0.0,54.0,1.0,0.0,1,5.0,1943.0,0.0,0.0,3.0
15294,-77.4726125648,40.4926388845,34,265.0,34301300540000,0.0,1.0,10180.7988,33.5999985,1.0,7.0,2.0,0.0,303.0,3.0,0.0,1,5.0,1962.0,0.0,1.0,3.0
15295,-77.4740912736,40.492981815,34,265.0,34301300540576,0.0,1.0,336.00003,0.0,1.0,9.0,19.0,0.0,16.0,3.0,1.0,1,4.0,1962.0,0.0,0.0,3.0
15302,-77.5992375266,40.3871036103,34,144.0,34301800400000,0.0,1.0,345.00003,23.0,1.0,6.0,2.0,0.0,15.0,3.0,0.0,1,6.0,1937.0,2008.0,0.0,3.0
15304,-77.4997558351,40.4782787666,34,180.0,34301900300000,0.0,1.0,5834.3999,26.3999977,1.0,6.0,2.0,0.0,221.0,3.0,0.0,1,5.0,1948.0,0.0,1.0,3.0
15305,-79.766911655,40.4751394747,2,7441.0,02707699005366,0.0,31.0,6365.6001,43.5999985,1.0,9.0,2.0,0.0,146.0,3.0,0.0,0,5.0,1952.0,0.0,0.0,3.0
15306,-76.3708213841,40.054521566,36,9514.0,36002301900623,0.0,1.0,7987.5,37.5,4.0,2.0,2.0,0.0,213.0,5.0,1.0,1,5.0,1966.0,1972.0,0.0,3.0
15307,-76.3655895015,40.0539900551,36,9514.0,36002302000000,0.0,1.0,10563.0,50.2999992,4.0,2.0,6.0,0.0,210.000015,5.0,0.0,1,5.0,1972.0,0.0,0.0,3.0
15309,-76.2678635302,40.0725710391,36,18721.0,36002303200100,0.0,1.0,920.000061,0.0,2.0,1.0,19.0,0.0,23.0,1.0,0.0,1,6.0,1948.0,0.0,0.0,3.0
15310,-76.2593111928,40.0775533951,36,18721.0,36002303300000,0.0,1.0,10028.0,43.5999985,4.0,2.0,6.0,0.0,230.000015,5.0,0.0,1,7.0,1989.0,0.0,0.0,3.0
15311,-75.6025790507,41.1617487842,35,332.0,35201300100000,0.0,1.0,1368.0,30.3999977,4.0,2.0,5.0,0.0,45.0,5.0,0.0,1,5.0,1958.0,0.0,0.0,3.0
15314,-76.1018,40.1549999999,36,5038.0,36101001901681,0.0,26.0,2178.0,36.2999992,4.0,2.0,5.0,0.0,60.0,5.0,0.0,0,5.0,1991.0,0.0,0.0,3.0
15315,-76.0968413905,40.1544332364,36,5038.0,36101002000097,0.0,1.0,1213.80005,35.7000008,3.0,1.0,19.0,0.0,34.0,1.0,0.0,1,7.0,1991.0,0.0,0.0,3.0
15316,-76.0747277241,40.0861507444,36,4260.0,36101101100000,0.0,1.0,887.599976,31.6999989,2.0,1.0,7.0,0.0,28.0,1.0,0.0,1,6.0,1984.0,0.0,0.0,3.0
15317,-76.1127899931,40.0792112964,36,1817.0,36101301401596,0.0,1.0,536.0,33.5,2.0,1.0,1.0,0.0,16.0,1.0,0.0,1,6.0,1956.0,0.0,0.0,3.0
15318,-76.1186606826,40.0841164823,36,1737.0,36101301500841,0.0,1.0,333.600006,27.8000011,2.0,1.0,19.0,0.0,12.0,1.0,0.0,1,7.0,1984.0,0.0,0.0,3.0
15320,-75.965038973,40.1281631714,36,488.0,36101700600000,0.0,1.0,2062.5,27.5,4.0,2.0,6.0,0.0,75.0,5.0,0.0,1,7.0,1993.0,0.0,0.0,3.0
15321,-77.0685443467,39.9023822513,1,643.0,01102100100000,0.0,1.0,6130.50049,30.5,4.0,2.0,6.0,0.0,201.0,5.0,0.0,1,7.0,1987.0,0.0,0.0,3.0
15322,-76.2248771123,40.1602335798,36,6060.0,36101800300000,0.0,1.0,7952.00049,35.5,1.0,6.0,2.0,0.0,224.0,4.0,0.0,1,8.0,1968.0,2015.0,0.0,3.0
15323,-76.2017792358,40.1686461123,36,7355.0,36101800501453,0.0,1.0,540.0,0.0,1.0,9.0,19.0,0.0,15.0,3.0,0.0,1,6.0,1968.0,0.0,0.0,3.0
15324,-75.937602277,40.1437394163,36,292.0,36101900600757,0.0,1.0,476.0,23.7999992,2.0,1.0,1.0,0.0,20.0,1.0,0.0,1,5.0,1934.0,1979.0,0.0,3.0
15325,-76.2345119361,40.1702960192,36,2397.0,36102000100767,0.0,1.0,2378.50024,33.5,4.0,2.0,5.0,0.0,71.0,5.0,0.0,1,4.0,1964.0,0.0,0.0,3.0
15326,-76.2174047814,40.1781260348,36,2397.0,36102000400217,0.0,1.0,359.700012,32.7000008,1.0,9.0,19.0,0.0,11.0,3.0,0.0,1,5.0,1961.0,0.0,0.0,3.0
15327,-76.1317384812,40.1172877784,36,598.0,36102300220000,0.0,1.0,386.399994,27.6000004,2.0,1.0,19.0,0.0,14.0,1.0,0.0,1,7.0,1984.0,0.0,0.0,3.0
15329,-80.4948351078,40.9749752303,37,2685.0,37031700402584,0.0,1.0,672.0,0.0,2.0,1.0,19.0,0.0,24.0,1.0,0.0,1,7.0,1987.0,0.0,1.0,3.0
15331,-80.4219189938,41.0432810454,37,6502.0,37042201400000,0.0,1.0,400.0,0.0,2.0,1.0,19.0,0.0,8.0,1.0,0.0,1,6.0,1947.0,0.0,0.0,2.0
15332,-80.4096176601,41.0372102963,37,4804.0,37042201600970,0.0,1.0,3100.0,100.0,2.0,1.0,1.0,0.0,31.0,1.0,0.0,1,5.0,1975.0,0.0,0.0,2.0
15333,-80.3902868844,41.029094909,37,9575.0,37037601200576,0.0,1.0,16702.4004,57.2000008,1.0,9.0,2.0,0.0,292.0,3.0,0.0,1,7.0,1975.0,2013.0,0.0,1.0
15334,-76.5599257709,40.1958136081,36,2521.0,36024102402188,0.0,1.0,376.79999,31.3999996,2.0,1.0,7.0,0.0,12.0,1.0,0.0,1,7.0,1987.0,0.0,0.0,3.0
15335,-76.130555525,39.777657142,36,3620.0,36027201000000,0.0,1.0,1168.20007,35.4000015,2.0,1.0,1.0,0.0,33.0,1.0,0.0,1,6.0,1980.0,0.0,0.0,3.0
15336,-76.253926007,39.9260580939,36,6832.0,36027203813821,0.0,1.0,968.000122,0.0,2.0,1.0,19.0,0.0,22.0,1.0,0.0,1,5.0,1971.0,0.0,0.0,3.0
15338,-76.3873020403,39.93906668,36,1741.0,36301701800000,0.0,1.0,11062.5,37.5,4.0,2.0,6.0,0.0,295.0,5.0,0.0,1,5.0,1986.0,0.0,0.0,3.0
15339,-76.3904534534,39.9394172855,36,1741.0,36301701801025,0.0,1.0,960.0,32.0,1.0,6.0,2.0,0.0,30.0,3.0,0.0,1,5.0,1943.0,1994.0,0.0,3.0
15340,-76.3936188404,39.9439678855,36,639.0,36301701900000,0.0,1.0,520.0,26.0,1.0,6.0,2.0,0.0,20.0,3.0,1.0,1,4.0,1934.0,1949.0,0.0,3.0
15341,-76.3965777516,39.9485156708,36,639.0,36301701902010,0.0,1.0,480.0,30.0,2.0,1.0,1.0,0.0,16.0,1.0,0.0,1,5.0,1935.0,1984.0,0.0,3.0
15342,-76.4008103896,39.962726821,36,634.0,36301702200000,0.0,1.0,328.90002,25.2999992,1.0,6.0,2.0,0.0,13.0,3.0,1.0,1,6.0,1935.0,1983.0,0.0,3.0
15343,-76.4055404442,39.9843995579,36,1631.0,36301702401389,0.0,1.0,1014.0,26.0,1.0,6.0,2.0,0.0,39.0,3.0,1.0,1,4.0,1931.0,0.0,0.0,3.0
15344,-76.4222949628,40.045592588,36,7316.0,36301703700000,0.0,1.0,6916.00049,45.5,4.0,2.0,5.0,0.0,152.0,5.0,1.0,1,5.0,1965.0,0.0,0.0,3.0
15347,-76.3906355784,39.954633051,36,194.0,36302700101202,0.0,1.0,252.800003,31.6000004,8.0,6.0,1.0,0.0,8.0,2.0,1.0,1,4.0,1940.0,0.0,0.0,3.0
15348,-76.3748972536,39.9711274765,36,756.0,36302700500252,0.0,1.0,3320.1001,27.8999977,1.0,6.0,2.0,0.0,119.000008,3.0,0.0,1,5.0,1947.0,0.0,0.0,3.0
15349,-76.2474448109,40.0052416974,36,10483.0,36302801101339,0.0,1.0,672.0,0.0,2.0,1.0,19.0,0.0,14.0,1.0,0.0,1,7.0,1975.0,0.0,0.0,3.0
15350,-76.2676791114,40.0471613064,36,10290.0,36302802000000,0.0,1.0,3515.5,39.5,4.0,2.0,5.0,0.0,89.0,5.0,1.0,1,4.0,1961.0,0.0,0.0,3.0
15351,-76.4547171807,39.9678605069,36,2655.0,36303000600000,0.0,1.0,420.0,0.0,2.0,1.0,19.0,0.0,15.0,1.0,0.0,1,7.0,1980.0,0.0,0.0,3.0
15352,-76.3675548245,39.9509032197,36,804.0,36303001802068,0.0,1.0,257.00003,25.7000008,2.0,1.0,1.0,0.0,10.0,1.0,1.0,1,6.0,1985.0,0.0,0.0,3.0
15353,-75.6847342675,40.6575237265,39,10690.0,39010003001599,0.0,1.0,3367.00024,45.5,2.0,1.0,4.0,0.0,74.0,1.0,0.0,1,5.0,1932.0,1964.0,0.0,3.0
15358,-79.970636725,40.5227865236,2,3999.0,02401700600397,0.0,1.0,722.29999,23.2999992,2.0,1.0,11.0,0.0,31.0,1.0,1.0,1,4.0,1936.0,0.0,1.0,3.0
15364,-79.1496176683,41.1343795787,33,4128.0,33002801000868,0.0,1.0,450.00003,0.0,2.0,1.0,1.0,0.0,15.0,1.0,1.0,1,4.0,1935.0,0.0,0.0,3.0
15366,-78.7964705194,41.2486829911,33,7355.0,33002806000252,0.0,1.0,5563.2002,48.7999992,4.0,2.0,5.0,0.0,114.0,6.0,0.0,1,6.0,1989.0,0.0,0.0,3.0
15372,-79.0879358608,41.1705540032,33,13390.0,33008007910349,0.0,1.0,4868.50049,45.5,4.0,2.0,6.0,0.0,107.000008,5.0,1.0,1,5.0,1962.0,0.0,0.0,1.0
15373,-79.0600099805,41.1509140372,33,1224.0,33202302700000,0.0,1.0,3439.7998,29.3999977,1.0,9.0,2.0,0.0,117.000008,3.0,0.0,1,7.0,1958.0,2009.0,0.0,3.0
15376,-78.9834832049,41.0968678844,33,772.0,33202500500488,0.0,1.0,6443.59961,35.5999985,4.0,2.0,2.0,0.0,181.0,5.0,0.0,1,6.0,1984.0,0.0,0.0,3.0
15380,-80.1558887059,40.5775830402,2,742.0,02403200801521,0.0,1.0,612.0,34.0,2.0,1.0,1.0,0.0,18.0,1.0,0.0,1,5.0,1940.0,0.0,0.0,3.0
15381,-76.075234498,40.1055705848,36,13837.0,36002305200599,0.0,1.0,290.0,29.0,2.0,1.0,1.0,0.0,10.0,1.0,1.0,1,5.0,1936.0,0.0,0.0,3.0
15383,-75.9775588638,40.1316562013,36,8385.0,36002306301817,0.0,1.0,2945.0,47.5,4.0,2.0,5.0,0.0,62.0,5.0,1.0,1,3.0,1973.0,0.0,0.0,3.0
15384,-76.4979042401,40.0415638704,36,56322.0,36003000302307,0.0,1.0,9744.0,87.0,1.0,9.0,2.0,0.0,112.0,3.0,0.0,1,5.0,1970.0,0.0,0.0,2.0
15386,-76.4939348999,40.0433297234,36,56322.0,36003000400000,0.0,1.0,4872.0,87.0,4.0,2.0,6.0,0.0,56.0,5.0,0.0,1,7.0,1970.0,0.0,0.0,2.0
15387,-76.4822249977,40.0418760035,36,1665.0,36406100100000,0.0,1.0,13616.001,46.0,1.0,9.0,2.0,0.0,296.0,3.0,1.0,1,5.0,1970.0,0.0,0.0,3.0
15388,-76.4719784361,40.0381133236,36,28462.0,36003000600000,0.0,1.0,4664.00049,44.0,1.0,9.0,2.0,0.0,106.0,3.0,0.0,1,5.0,1970.0,0.0,0.0,2.0
15389,-75.9855,41.3968000001,65,100.0,65721003180002,0.0,3.0,855.0,28.5,3.0,1.0,19.0,0.0,30.0,1.0,0.0,0,7.0,2009.0,0.0,0.0,5.0
15392,-76.4345737035,40.042672083,36,51342.0,36003000900638,0.0,1.0,840.000061,0.0,1.0,9.0,19.0,0.0,10.0,3.0,0.0,1,5.0,1965.0,0.0,0.0,2.0
15394,-76.0672920285,39.8073129078,36,517.0,36200700601902,0.0,1.0,2584.0,19.0,1.0,6.0,2.0,0.0,136.0,4.0,1.0,1,5.0,1950.0,0.0,0.0,3.0
15395,-76.0378800351,39.843532301,36,381.0,36200800700000,0.0,1.0,937.199951,28.3999977,4.0,2.0,5.0,0.0,33.0,5.0,0.0,1,7.0,1952.0,2011.0,0.0,3.0
15396,-76.1000762762,39.8311427445,36,676.0,36200900401746,0.0,1.0,2290.80005,33.2000008,4.0,2.0,5.0,0.0,69.0,5.0,1.0,1,3.0,1960.0,0.0,0.0,3.0
15397,-76.1372718574,39.8429520258,36,649.0,36201000220000,0.0,1.0,232.199997,25.7999992,3.0,1.0,1.0,0.0,9.0,1.0,0.0,1,5.0,1936.0,1988.0,0.0,3.0
15398,-76.1135050707,39.8484442738,36,649.0,36201000520000,0.0,1.0,405.0,27.0,2.0,1.0,1.0,0.0,15.0,1.0,0.0,1,5.0,1950.0,0.0,0.0,3.0
15401,-76.1066895176,39.8837494147,36,294.0,36201500401405,0.0,1.0,1450.0,29.0,1.0,6.0,2.0,0.0,50.0,3.0,0.0,1,5.0,1941.0,0.0,0.0,3.0
15402,-76.1723495806,39.963509477,36,4354.0,36201501901076,0.0,1.0,919.29999,31.6999989,1.0,6.0,2.0,0.0,29.0,3.0,0.0,1,5.0,1938.0,1983.0,0.0,3.0
15404,-80.3890577347,40.992351888,37,5736.0,37042202551253,0.0,1.0,11793.6006,43.2000008,4.0,2.0,2.0,0.0,273.0,5.0,1.0,1,5.0,1972.0,0.0,0.0,2.0
15405,-80.3718103388,40.9754951848,37,5699.0,37042202801610,0.0,1.0,18316.8008,43.2000008,4.0,2.0,2.0,0.0,424.0,5.0,0.0,1,6.0,1972.0,2010.0,0.0,2.0
15406,-80.3373810241,40.9685757817,37,5699.0,37042203400000,0.0,1.0,17776.0,44.0,4.0,2.0,6.0,0.0,404.0,5.0,0.0,1,7.0,1971.0,2009.0,0.0,2.0
15407,-80.3375425218,40.9689487432,37,5736.0,37042203410000,0.0,1.0,17776.0,44.0,4.0,2.0,6.0,0.0,404.0,5.0,0.0,1,7.0,1971.0,2009.0,0.0,2.0
15409,-75.5060912662,40.6158095625,39,77728.0,39002201501803,0.0,1.0,21593.0,71.5,1.0,9.0,2.0,0.0,302.0,3.0,1.0,1,5.0,1953.0,1984.0,0.0,2.0
15410,-75.5011227656,40.6185020842,39,77728.0,39002201600848,0.0,1.0,8343.0,103.0,1.0,6.0,2.0,0.0,81.0,3.0,1.0,1,5.0,1953.0,1984.0,0.0,2.0
15411,-75.4900482314,40.6241333978,39,77728.0,39002201702225,0.0,1.0,7149.99951,71.5,1.0,6.0,2.0,0.0,100.0,4.0,1.0,1,5.0,1952.0,1984.0,0.0,2.0
15412,-75.4884533255,40.624670619,39,77728.0,39002201800000,0.0,1.0,21710.0,83.5,1.0,7.0,2.0,0.0,260.0,4.0,0.0,1,6.0,1952.0,1984.0,0.0,2.0
15415,-75.547584007,40.4654537829,39,12993.0,39002900200000,0.0,1.0,600.099976,35.2999992,2.0,1.0,1.0,0.0,17.0,1.0,0.0,1,6.0,1940.0,0.0,0.0,3.0
15417,-75.5200745446,40.5405797137,39,18593.0,39002901400000,0.0,1.0,5467.0,35.5,4.0,2.0,6.0,0.0,154.0,5.0,0.0,1,6.0,1958.0,1979.0,0.0,3.0
15418,-75.7289538302,40.5804665412,39,41972.0,39007804400657,0.0,1.0,6203.1001,71.3000031,1.0,6.0,2.0,0.0,87.0,4.0,1.0,1,6.0,1958.0,2005.0,0.0,1.0
15420,-75.665238492,40.5760270676,39,45526.0,39007804740141,0.0,1.0,1032.0,0.0,1.0,9.0,19.0,0.0,12.0,3.0,0.0,1,5.0,1958.0,0.0,0.0,1.0
15421,-75.6566158503,40.5752594967,39,45526.0,39007804742541,0.0,1.0,3283.50024,99.5,9.0,9.0,0.0,0.0,33.0,0.0,0.0,1,6.0,1958.0,1988.0,0.0,1.0
15423,-75.6030384641,40.5839575098,39,83756.0,39007805042002,0.0,1.0,5145.5,125.5,4.0,2.0,5.0,0.0,41.0,5.0,0.0,1,6.0,1988.0,0.0,0.0,1.0
15424,-75.6022828155,40.5842142665,39,83756.0,39007805042223,0.0,1.0,7781.0,125.5,4.0,2.0,5.0,0.0,62.0,5.0,0.0,1,7.0,1988.0,0.0,0.0,1.0
15425,-75.5590943631,41.2075299735,35,1405.0,35201301000000,0.0,1.0,360.0,0.0,2.0,1.0,19.0,0.0,15.0,1.0,0.0,1,7.0,1971.0,0.0,0.0,3.0
15426,-75.5507417304,41.2179243766,35,1405.0,35201301300000,0.0,1.0,1524.6001,46.2000008,4.0,2.0,6.0,0.0,33.0,5.0,0.0,1,6.0,1973.0,0.0,0.0,3.0
15431,-75.4364644702,40.5575550427,39,4817.0,39014500150000,0.0,1.0,3403.00024,41.5,1.0,6.0,2.0,0.0,82.0,3.0,0.0,1,5.0,1958.0,1988.0,0.0,3.0
15435,-75.4671,40.5971999999,39,12950.0,39014500760705,0.0,2.0,7192.00049,62.0,1.0,6.0,2.0,0.0,116.0,3.0,1.0,0,4.0,1940.0,0.0,0.0,3.0
15437,-75.5139732017,40.6687745002,39,19616.0,39014502000000,0.0,1.0,12419.999,92.0,4.0,2.0,6.0,0.0,135.0,5.0,0.0,1,6.0,1970.0,0.0,0.0,3.0
15439,-75.7150523639,41.3557359745,35,30056.0,35008117941879,0.0,1.0,3958.50024,45.5,4.0,2.0,5.0,0.0,87.0,5.0,0.0,1,5.0,1966.0,1982.0,0.0,1.0
15440,-75.721118266,41.3561062465,35,32226.0,35008117950506,0.0,1.0,7449.00049,38.2000008,4.0,2.0,2.0,0.0,195.0,5.0,1.0,1,4.0,1966.0,1981.0,0.0,1.0
15441,-75.7162770747,41.3572851,35,32226.0,35008117951964,0.0,1.0,4671.00049,51.9000015,4.0,2.0,5.0,0.0,90.0,5.0,1.0,1,4.0,1966.0,1982.0,0.0,1.0
15442,-75.7069614015,41.3574187716,35,30056.0,35008118001503,0.0,1.0,6976.19971,46.2000008,1.0,7.0,2.0,0.0,151.0,4.0,1.0,1,7.0,1963.0,2009.0,0.0,1.0
15443,-75.6901588687,41.3683704065,35,30056.0,35008118102348,0.0,1.0,4777.50049,45.5,4.0,2.0,5.0,0.0,105.000008,5.0,0.0,1,6.0,1962.0,1982.0,0.0,1.0
15444,-75.6908040925,41.3689013133,35,32226.0,35008118112067,0.0,1.0,6152.50049,57.5000038,4.0,2.0,5.0,0.0,107.000008,5.0,0.0,1,7.0,1962.0,2002.0,0.0,1.0
15445,-75.6513620956,41.3934058035,35,16851.0,35310200100000,0.0,1.0,17278.8008,72.5999985,1.0,7.0,2.0,0.0,238.000015,3.0,1.0,1,7.0,1965.0,2010.0,0.0,3.0
15447,-75.6474694118,41.3957400465,35,29948.0,35008118412516,0.0,1.0,7689.5,45.5,4.0,2.0,2.0,0.0,169.0,5.0,1.0,1,5.0,1965.0,1982.0,0.0,1.0
15451,-80.148295874,40.5815231052,2,742.0,02403200902203,0.0,1.0,364.0,28.0,2.0,1.0,1.0,0.0,13.0,1.0,1.0,1,4.0,1940.0,0.0,0.0,3.0
15453,-79.1489385774,41.0431873316,33,266.0,33300500700957,0.0,1.0,238.0,0.0,2.0,1.0,11.0,0.0,14.0,1.0,0.0,1,5.0,1937.0,1979.0,0.0,3.0
15454,-80.130481054,40.5208990165,2,3199.0,02403300101055,0.0,1.0,2952.0,0.0,2.0,1.0,19.0,0.0,82.0,1.0,0.0,1,6.0,1976.0,0.0,1.0,3.0
15455,-80.0372641664,40.5858760264,2,20815.0,02400301502163,0.0,1.0,4480.0,70.0,1.0,6.0,2.0,0.0,64.0,3.0,0.0,1,7.0,1953.0,2016.0,1.0,2.0
15456,-80.0455468385,40.5876635644,2,8974.0,02400301610599,0.0,1.0,4796.00049,44.0,1.0,9.0,2.0,0.0,109.000008,3.0,0.0,1,7.0,1953.0,2016.0,0.0,2.0
15459,-80.1537458613,39.7979230383,30,612.0,30200301743169,0.0,1.0,996.79999,35.5999985,2.0,1.0,1.0,0.0,28.0,1.0,0.0,1,5.0,1960.0,2009.0,0.0,3.0
15460,-80.177769117,39.8772513364,30,187.0,30200303002645,0.0,1.0,443.20007,27.7000027,2.0,1.0,1.0,0.0,16.0,1.0,0.0,1,6.0,1939.0,0.0,0.0,3.0
15462,-80.089005868,39.80497766,30,21.0,30200500901085,0.0,1.0,1530.00012,0.0,2.0,1.0,19.0,0.0,45.0,1.0,0.0,1,7.0,1973.0,0.0,0.0,3.0
15464,-79.9792513026,39.7478868118,30,82.0,30200800300000,0.0,1.0,1774.80005,15.3000002,1.0,6.0,2.0,0.0,116.0,3.0,0.0,1,5.0,1941.0,1960.0,0.0,3.0
15465,-79.9716749021,39.7642197044,30,869.0,30201100700417,0.0,1.0,2052.0,36.0,4.0,2.0,5.0,0.0,57.0,5.0,0.0,1,7.0,1990.0,0.0,0.0,3.0
15466,-79.9954076132,39.8040693229,30,1028.0,30201101600081,0.0,1.0,2240.0,35.0,1.0,6.0,2.0,0.0,64.0,3.0,0.0,1,5.0,1954.0,0.0,0.0,3.0
15467,-80.0270049999,39.8159631128,30,1897.0,30201102000134,0.0,1.0,336.00003,0.0,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,5.0,1941.0,0.0,0.0,3.0
15468,-80.0466347143,39.8131213727,30,1897.0,30201102200166,0.0,1.0,336.00003,0.0,2.0,1.0,19.0,0.0,16.0,1.0,0.0,1,5.0,1940.0,0.0,0.0,3.0
15469,-76.1663556921,39.9029832737,36,781.0,36201900200000,0.0,1.0,1113.59998,34.7999992,1.0,6.0,2.0,0.0,32.0,3.0,0.0,1,5.0,1950.0,0.0,0.0,3.0
15474,-75.5346153474,40.5700396932,39,1594.0,39007805442084,0.0,1.0,7938.1001,48.7000008,4.0,2.0,5.0,0.0,163.0,5.0,0.0,1,6.0,1988.0,0.0,0.0,3.0
15475,-75.5183927302,40.5677206813,39,83932.0,39007805541228,0.0,1.0,27700.5,156.5,4.0,2.0,2.0,0.0,177.0,5.0,1.0,1,6.0,1989.0,0.0,0.0,1.0
15476,-75.4974099753,40.5657175266,39,83199.0,39007805642024,0.0,1.0,7925.3999,125.800003,4.0,2.0,6.0,0.0,63.0,5.0,0.0,1,6.0,1989.0,0.0,0.0,1.0
15477,-75.4826595935,40.564130964,39,92482.0,39007805740801,0.0,1.0,21812.0,133.0,4.0,2.0,6.0,0.0,164.0,5.0,0.0,1,6.0,1989.0,0.0,0.0,1.0
15478,-75.4694521453,40.5628429482,39,92482.0,39007805801953,0.0,1.0,896.000061,0.0,2.0,1.0,19.0,0.0,14.0,1.0,0.0,1,6.0,1958.0,1988.0,0.0,1.0
15479,-75.450262969,40.5602264705,39,7054.0,39007805902150,0.0,1.0,13965.0,47.5,1.0,9.0,2.0,0.0,294.0,4.0,0.0,1,7.0,1988.0,0.0,0.0,3.0
15480,-75.4206411093,40.559925011,39,62664.0,39007806100962,0.0,1.0,576.0,0.0,3.0,1.0,19.0,0.0,8.0,1.0,0.0,1,6.0,1989.0,0.0,0.0,1.0
15481,-75.5528793284,40.5143828282,39,14217.0,39010000401112,0.0,1.0,1729.6001,75.1999969,4.0,2.0,5.0,0.0,23.0,5.0,0.0,1,5.0,1960.0,0.0,0.0,3.0
15482,-75.5582854411,40.5170640941,39,14217.0,39010000500298,0.0,1.0,2250.00024,62.5000038,4.0,2.0,6.0,0.0,36.0,5.0,0.0,1,6.0,1969.0,0.0,1.0,3.0
15484,-75.6306013248,40.5942518404,39,14535.0,39010002000028,0.0,1.0,1092.00012,45.5,2.0,1.0,4.0,0.0,24.0,1.0,0.0,1,5.0,1932.0,1964.0,0.0,3.0
15485,-75.6314435327,40.5982145429,39,14535.0,39010002001330,0.0,1.0,1280.0,0.0,2.0,1.0,19.0,0.0,32.0,1.0,0.0,1,7.0,1964.0,0.0,0.0,3.0
15486,-75.6775920136,40.6348822137,39,12787.0,39010002700588,0.0,1.0,1351.99988,0.0,2.0,1.0,19.0,0.0,26.0,1.0,0.0,1,6.0,1964.0,0.0,1.0,3.0
15487,-77.6486954299,40.3538664572,34,46.0,34302000100477,0.0,1.0,675.0,27.0,3.0,1.0,19.0,0.0,25.0,1.0,0.0,1,7.0,1996.0,0.0,1.0,3.0
15488,-77.6481000192,40.3544986934,34,46.0,34302000100773,0.0,1.0,84.0000076,0.0,1.0,9.0,19.0,0.0,4.0,3.0,0.0,1,7.0,1965.0,0.0,0.0,3.0
15489,-77.6050715072,40.3892440171,34,46.0,34302000601718,0.0,1.0,115.000015,0.0,1.0,9.0,19.0,0.0,5.0,3.0,0.0,1,6.0,1965.0,0.0,0.0,3.0
15490,-77.6007821969,40.3923384207,34,46.0,34302000603438,0.0,1.0,100.000015,0.0,1.0,9.0,19.0,0.0,5.0,3.0,0.0,1,6.0,1965.0,0.0,0.0,3.0
15491,-77.5460932221,40.450011594,34,152.0,34302100500500,0.0,1.0,6474.0,33.2000008,4.0,2.0,5.0,0.0,195.0,5.0,0.0,1,5.0,1962.0,2009.0,1.0,3.0
15492,-77.6427033564,40.34476753,34,190.0,34302300100834,0.0,1.0,3112.50024,24.8999996,1.0,6.0,2.0,0.0,125.000008,3.0,1.0,1,4.0,1941.0,0.0,1.0,3.0
15493,-75.505873549,41.2524908478,35,1402.0,35201301903129,0.0,1.0,1612.50012,37.5,4.0,2.0,5.0,0.0,43.0,5.0,1.0,1,4.0,1961.0,0.0,0.0,3.0
15494,-75.6187233979,41.2169670213,35,663.0,35201600401992,0.0,1.0,497.00003,35.5,6.0,9.0,11.0,0.0,14.0,8.0,0.0,1,6.0,1938.0,0.0,0.0,3.0
15495,-75.6104998695,41.2080823499,35,663.0,35201600600000,0.0,1.0,499.700043,26.2999992,2.0,1.0,1.0,0.0,19.0,1.0,0.0,1,7.0,1939.0,0.0,0.0,3.0
15498,-75.5547424232,41.2943054689,35,172.0,35201800100864,0.0,1.0,330.00003,0.0,1.0,9.0,19.0,0.0,15.0,3.0,0.0,1,6.0,1962.0,0.0,0.0,3.0
15499,-75.611807485,41.4177495831,35,5955.0,35202000600534,0.0,1.0,14352.001,46.0,4.0,2.0,2.0,0.0,312.0,5.0,0.0,1,7.0,1996.0,0.0,0.0,3.0
15500,-75.8078419548,41.4135533441,35,1308.0,35300100400000,0.0,1.0,522.0,29.0,2.0,1.0,1.0,0.0,18.0,1.0,1.0,1,4.0,1932.0,0.0,1.0,3.0
15501,-75.7822338097,41.4233087444,35,837.0,35300200200000,0.0,1.0,2484.00024,46.0,4.0,2.0,6.0,0.0,54.0,5.0,0.0,1,7.0,1970.0,0.0,0.0,3.0
15502,-75.7197955062,41.4106667067,35,996.0,35300201400291,0.0,1.0,220.0,0.0,2.0,1.0,19.0,0.0,11.0,1.0,0.0,1,7.0,1957.0,0.0,0.0,3.0
15503,-75.8018711862,41.388948551,35,1398.0,35300500300000,0.0,1.0,377.999969,27.0,2.0,1.0,1.0,0.0,14.0,1.0,1.0,1,5.0,1941.0,0.0,0.0,3.0
